x_centriod,y_centroid,tl_fid,year,bldg_typ,num_floors,RMV,dpt_100y,dpt_200y,dpt_250y,dpt_500y,dpt_1000y,dpt_2500y,dpt_5000y,dpt_10000y,MF_100y,MF_200y,MF_250y,MF_500y,MF_1000y,MF_2500y,MF_5000y,MF_10000y,v_100y,v_200y,v_250y,v_500y,v_1000y,v_2500y,v_5000y,v_10000y
431532.8536,5096816.592,0,0,0,0,839493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429523.3045,5096437.438,1,0,0,0,11292,0,0,0,0,0.90562,2.18924,3.42934,4.8958,0,0,0,0,1,11.08045,21.12174,36.3737,0,0,0,0,0.89919,2.35015,2.80046,3.3503
429548.4952,5096399.88,2,1996,3,1,173384,0,0,0,0,0.9734,2.35583,3.5727,5.00561,0,0,0,0,1,12.79681,22.32687,37.90243,0,0,0,0,0.97502,2.42573,2.85895,3.35076
429740.5287,5096435.832,3,0,0,0,1094851,0,0,0,0.12367,1.70647,2.83961,4.23936,5.69796,0,0,0,0.32334,1,4.16506,11.18148,19.16703,0,0,0,0.09027,0.65932,1.49943,2.08323,2.53304
428891.3958,5096409.649,4,1936,1,1,1979606,0.63664,0.69854,1.56867,2.92222,4.61615,6.66618,7.37596,8.10087,0.81339,0.81322,1,5.06773,14.95316,37.09426,50.42698,68.63793,0.36463,0.37068,0.5074,1.45479,2.1516,2.87016,3.22636,3.44192
429085.1215,5096395.755,5,1981,2,2,2375069,0.75116,0.81038,1.55864,2.86283,4.5979,6.62389,7.4254,8.27484,0.94316,0.9431,1.30347,6.60485,29.60681,102.36397,160.05869,269.41699,0.50343,0.50345,0.69439,1.62889,2.94073,4.2012,4.74359,5.67729
429276.9443,5096378.534,6,1940,1,1,33704,0,0,0.17182,1.92452,3.68175,5.59875,6.30672,7.19002,0,0,0.42912,1.80929,7.78763,25.25135,43.39261,61.52467,0,0,0.16638,1.0739,1.8418,2.63497,3.1259,3.28426
429615.2974,5096388.234,7,0,3,1,189960,0,0,0,0.11354,1.52725,2.72749,4.15931,5.62618,0,0,0,0.09093,1,8.77845,16.37765,28.47522,0,0,0,0.02811,0.79337,2.24336,2.67618,3.19352
430276.8404,5096381.85,8,0,0,0,42223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428847.1768,5096367.161,9,0,0,0,100,1.10016,1.15912,2.09245,3.47477,5.11677,7.0758,7.84159,8.53363,1.1431,1.14318,1.29721,6.61083,16.0242,37.23392,49.684,72.63184,0.59643,0.60537,0.76342,1.64777,2.43612,3.16337,3.4724,3.62183
428959.1862,5096360.282,10,0,0,0,40,1.5,1.6,2.4079,3.8,5.5,7.6,8.36605,9.1405,2,2,3,14.17037,43.4739,106.96893,134.64182,187.12839,1.16792,1.16798,1.53181,2.62111,3.94949,4.72151,5.12061,5.82818
428963.0026,5096363.833,11,2009,0,0,793429,1.5,1.6,2.4079,3.8,5.5,7.6,8.36605,9.1405,2,2,3,14.17037,43.4739,106.96893,134.64182,187.12839,1.16792,1.16798,1.53181,2.62111,3.94949,4.72151,5.12061,5.82818
430067.7491,5096388.431,12,2003,1,1,117979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428760.2015,5096357.699,13,0,0,0,82,1.08671,1.18122,2.10056,3.4792,5.13081,6.78991,7.74051,8.3827,1,1,1.44469,6.1137,16.42179,28.90718,59.2129,75.32981,0.65755,0.66357,0.81901,1.698,2.40883,2.92248,3.196,3.30434
429009.672,5096382.134,14,1998,2,2,1280995,1.5,1.6,2.47488,3.81629,5.53262,7.6161,8.4,9.24036,2.03822,2.03814,3.24739,17.67212,58.64922,129.44801,181.59598,297.2905,1.22772,1.22753,1.61382,2.80093,4.25771,5.05189,5.48537,6.54435
429052.5288,5096360.625,15,1983,2,2,1176833,1.39242,1.4932,2.39366,3.73495,5.45207,7.52752,8.31904,9.20232,1.37772,1.37783,1.7493,10.61109,44.57558,122.52868,174.31461,301.54202,0.92535,0.92532,1.16295,2.19437,3.68312,4.73283,5.18245,6.20691
429034.9221,5096372.6,16,0,0,0,933620,1.5,1.6,2.47488,3.81629,5.53262,7.6161,8.4,9.24036,2.03822,2.03814,3.24739,17.67212,58.64922,129.44801,181.59598,297.2905,1.22772,1.22753,1.61382,2.80093,4.25771,5.05189,5.48537,6.54435
428924.5694,5096358.814,17,0,0,0,100,1.49175,1.58367,2.39189,3.81667,5.49183,7.55916,8.30024,9.02592,1.85726,1.85717,2.80235,13.01773,35.65643,88.67149,111.91158,129.40428,1.096,1.09593,1.41688,2.46017,3.56694,4.42535,4.77481,5.27503
428941.6722,5096355.894,18,0,0,0,100,1.5,1.6,2.4079,3.8,5.5,7.6,8.36605,9.1405,2,2,3,14.17037,43.4739,106.96893,134.64182,187.12839,1.16792,1.16798,1.53181,2.62111,3.94949,4.72151,5.12061,5.82818
429926.4479,5096365.3,19,0,0,0,58,0,0,0,0,0.87602,1.94708,3.44992,4.98354,0,0,0,0,1.04829,1.74972,5.13389,12.32952,0,0,0,0,0.25605,0.90426,1.45474,1.81132
429487.6207,5096327.454,20,1920,1,1,184782,0,0,0,0,0.86175,2.23682,3.49788,4.94073,0,0,0,0,1,11.24843,19.18988,31.24146,0,0,0,0,0.91203,2.33103,2.83947,3.27219
429513.4893,5096330.027,21,0,0,0,3811,0,0,0,0,0.86175,2.23682,3.49788,4.94073,0,0,0,0,1,11.24843,19.18988,31.24146,0,0,0,0,0.91203,2.33103,2.83947,3.27219
428977.9908,5096361.202,22,1973,1,1,616699,1.5,1.6,2.42576,3.8,5.5,7.6,8.39206,9.19252,2,2,3.0677,15.91949,53.21886,122.95496,164.12183,255.91708,1.21154,1.2115,1.59496,2.77459,4.18375,4.97085,5.37837,6.21247
428991.3952,5096341.355,23,0,0,0,40,1.5,1.6,2.42576,3.8,5.5,7.6,8.39206,9.19252,2,2,3.0677,15.91949,53.21886,122.95496,164.12183,255.91708,1.21154,1.2115,1.59496,2.77459,4.18375,4.97085,5.37837,6.21247
429044.3149,5096326.018,24,0,0,0,20,1.31856,1.42048,2.30525,3.65265,5.36239,7.4371,8.25486,9.15494,1.19624,1.19641,1.61604,9.95136,43.69476,125.2303,182.28542,311.05823,0.87627,0.87602,1.09246,2.27617,3.56274,4.7753,5.2908,6.22432
428659.1442,5096230.317,25,0,0,0,100,1.34297,1.45228,2.24495,3.74328,5.21802,6.79293,7.8264,8.34155,1,1,1.68025,6.81085,14.38313,29.48523,70.25525,110.22366,0.82131,0.82118,0.98668,1.74623,2.33356,2.96254,3.25275,3.76547
429070.3066,5096300.234,26,0,0,0,100,1.31856,1.42048,2.30525,3.65265,5.36239,7.4371,8.25486,9.15494,1.19624,1.19641,1.61604,9.95136,43.69476,125.2303,182.28542,311.05823,0.87627,0.87602,1.09246,2.27617,3.56274,4.7753,5.2908,6.22432
429226.7114,5096184.889,27,0,0,0,1303593,0.20968,0.40288,1.09568,2.70995,4.4191,6.36868,7.23584,8.14423,0.93776,1,1,2.42755,9.15885,27.50044,49.14833,87.2431,0.18961,0.33459,0.51194,1.11226,1.67881,2.38993,2.96507,3.51464
429712.1902,5096044.14,28,0,0,0,1863821,0,0,0,0.85122,2.41044,3.81052,5.43504,6.94308,0,0,0,1,2.03599,7.06887,13.98254,21.72579,0,0,0,0.5331,1.1045,1.79318,2.35218,2.62502
429364.1131,5096270.224,29,0,0,0,331151,0,0,0,0.64035,2.1443,3.97074,4.65874,5.46097,0,0,0,0.83771,1.69876,8.57038,18.39782,35.03773,0,0,0,0.37675,0.89732,1.68213,2.23142,2.69627
429988.4863,5096103.046,30,0,0,0,146770,0,0,0,0,0,0,0.30393,1.37822,0,0,0,0,0,0,0.12246,1.01986,0,0,0,0,0,0,0.1788,0.7453
429528.8843,5096284.164,31,0,0,0,1739,0,0,0,0,1.28935,2.55555,4.04637,5.48833,0,0,0,0,1,8.83241,14.81082,24.23563,0,0,0,0,0.7702,2.07509,2.51666,2.84968
430273.5887,5096180.732,32,0,0,0,139500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429492.9264,5096262.13,33,0,0,0,9500,0,0,0,0,0.74138,2.00873,3.43969,4.8569,0,0,0,0,1.01758,6.65064,11.51873,20.93288,0,0,0,0,0.39138,2.18021,2.80542,3.2533
429523.9178,5096262.074,34,0,0,0,1061,0,0,0,0.01656,1.35994,2.65183,4.16031,5.57736,0,0,0,0.07009,1,6.85277,11.15401,19.47897,0,0,0,0.01318,0.57344,1.95553,2.43094,2.76373
429495.1953,5096244.96,35,2003,3,1,53036,0,0,0,0,0.74138,2.00873,3.43969,4.8569,0,0,0,0,1.01758,6.65064,11.51873,20.93288,0,0,0,0,0.39138,2.18021,2.80542,3.2533
429536.9664,5096219.512,36,2003,3,1,53036,0,0,0,0.08279,1.51025,2.81876,4.35212,5.76855,0,0,0,0.34747,1,5.60493,9.52152,17.75803,0,0,0,0.04448,0.50717,1.87966,2.38855,2.72954
429501.0342,5096204.031,37,2008,3,1,2118182,0,0,0,0,0.76732,2.04327,3.50716,4.92391,0,0,0,0,0.88584,5.13732,10.15294,19.42097,0,0,0,0,0.29234,2.1048,2.77109,3.21093
429350.2512,5096204.403,38,0,0,0,125378,0,0,0,0.65942,2.0266,3.86079,4.614,5.43149,0,0,0,0.6575,0.98005,6.96852,15.32758,31.85603,0,0,0,0.26299,0.68048,1.52806,2.09559,2.64633
429576.2128,5096221.677,39,2006,3,1,66263,0,0,0,0.25096,1.83425,3.14221,4.67616,6.09287,0,0,0,0.94175,1,7.53838,13.64195,23.40326,0,0,0,0.15453,0.65751,1.9344,2.39959,2.75108
429589.0683,5096221.633,40,2006,3,1,66263,0,0,0,0.57359,2.16453,3.45614,4.99734,6.43834,0,0,0,1,1.19317,9.09843,16.37532,26.64676,0,0,0,0.34388,0.90398,2.13304,2.61733,3.00791
429601.9123,5096221.588,41,2006,3,1,61422,0,0,0,0.57359,2.16453,3.45614,4.99734,6.43834,0,0,0,1,1.19317,9.09843,16.37532,26.64676,0,0,0,0.34388,0.90398,2.13304,2.61733,3.00791
429614.7564,5096221.544,42,2006,3,1,61422,0,0,0,0.57359,2.16453,3.45614,4.99734,6.43834,0,0,0,1,1.19317,9.09843,16.37532,26.64676,0,0,0,0.34388,0.90398,2.13304,2.61733,3.00791
429627.6119,5096221.5,43,2006,3,1,66263,0,0,0,0.79194,2.39209,3.69209,5.21688,6.67569,0,0,0,1,2.03602,8.91291,16.47117,26.25163,0,0,0,0.50787,1.11735,2.06773,2.5672,3.08342
429422.9729,5096200.039,44,0,0,0,82819,0,0,0,0,0.01602,1.3105,2.04653,3.02072,0,0,0,0,-0.02667,7.08213,16.70249,33.53981,0,0,0,0,0.06109,2.38196,3.07341,3.79857
429549.4772,5096192.754,45,0,0,0,9372,0,0,0,0.13206,1.63967,2.98158,4.50698,5.9396,0,0,0,0.44341,1,6.36386,12.47113,22.1808,0,0,0,0.06792,0.71917,1.95891,2.51816,2.84209
429632.6077,5096041.784,46,1974,1,1,5207,0,0,0.00794,0.90114,2.4609,3.86895,5.50208,7.00211,0,0,0.05637,1,2.10962,11.90526,23.23265,35.90303,0,0,0.00643,0.62921,1.39768,2.41493,2.98193,3.33169
429690.2347,5095996.272,47,0,0,0,371705,0,0,0.01678,0.90281,2.44546,3.86233,5.514,7.03042,0,0,0.16062,1,2.04049,7.20082,14.38446,22.42138,0,0,0.01658,0.53311,1.08581,1.8084,2.3335,2.61805
429309.526,5096160.232,48,0,0,0,82204,0.02479,0.08199,0.31374,1.84127,3.52444,5.40794,6.23271,7.13281,0.20903,0.20917,0.52017,1.04637,5.15655,16.66238,32.39951,54.94417,0.03482,0.0621,0.15344,0.76145,1.32478,1.94435,2.43507,2.91807
429382.864,5096155.929,49,0,0,0,137820,0,0,0,0.09805,0.89888,2.40811,3.17209,4.02654,0,0,0,0.02441,0.97163,13.83352,27.2613,46.96019,0,0,0,0.0292,0.99815,2.53259,3.04094,3.62501
429515.9958,5096138.652,50,1945,1,1,309369,0,0,0,0.01673,1.07933,2.43767,3.96464,5.38925,0,0,0,0.11637,1.05488,10.272,23.38934,39.66168,0,0,0,0.01625,0.89909,2.37584,3.0425,3.46694
429566.6314,5096119.346,51,0,0,0,14066,0,0,0,0.31039,1.88737,3.27864,4.87128,6.32141,0,0,0,1,2.03653,12.22088,25.05669,42.20777,0,0,0,0.32065,1.25986,2.41591,3.02408,3.41647
429412.1973,5096112.772,52,0,0,0,106236,0,0,0,0.09756,1.14065,2.67125,3.46859,4.3264,0,0,0,0.02631,2.08741,19.46396,37.01871,59.69966,0,0,0,0.03233,1.35668,2.73265,3.21592,3.70719
428898.8486,5096097.83,53,0,0,0,279,1.4,1.53309,2.2756,3.7,5.20821,6.99123,8.07485,8.79949,2.8599,2.85981,4.61901,28.14432,112.742,247.88356,294.47708,446.92255,1.75496,1.7549,2.01018,3.88824,6.20357,7.20875,7.82443,8.21659
429525.1264,5096085.758,54,1948,1,1,181195,0,0,0,0.2089,1.64239,3.05089,4.63483,6.11021,0,0,0,0.93385,2,14.13289,28.46209,47.68266,0,0,0,0.28832,1.29158,2.48287,3.09912,3.53247
429412.7214,5096064.163,55,0,0,0,427845,0,0,0,0.08991,1.18905,2.70365,3.51896,4.45105,0,0,0,0.0254,3.02045,21.08208,39.74485,60.41558,0,0,0,0.03946,1.50463,2.82823,3.34507,3.76125
429528.237,5096041.858,56,1999,1,1,394627,0,0,0.00785,0.40679,1.7316,3.17291,4.74783,6.2478,0,0,0.05177,1,2.09594,14.37193,28.50581,48.11979,0,0,0.00606,0.41698,1.32977,2.40857,2.95885,3.46662
429576.04,5096038.913,57,0,0,0,1894,0,0,0.00798,0.45809,1.89165,3.31639,4.92458,6.42458,0,0,0.05676,1,2.3023,14.25632,28.30111,47.50579,0,0,0.00652,0.52284,1.36655,2.45038,2.99986,3.52522
429607.0552,5095947.145,58,0,0,0,32829,0,0,0.08283,0.85645,2.19713,3.67216,5.35471,6.85465,0,0,0.74059,1,4.46001,17.67322,34.53713,54.57586,0,0,0.10831,0.95447,1.70933,2.66754,3.22615,3.64254
429441.712,5096031.097,59,2002,3,1,36728,0,0,0,0.02446,0.94854,2.49774,3.48615,4.84353,0,0,0,0.02949,2.64762,17.47753,33.84013,53.12239,0,0,0,0.02246,1.43318,2.70459,3.2867,3.64416
429080.3618,5095993.026,60,1914,1,1,1391421,1.38347,1.50798,2.17431,3.59132,5.11603,7.09022,8.20686,9.13953,2.04219,2.12881,3.53387,20.46418,58.09892,170.48666,248.2198,394.04944,1.25301,1.25291,1.5503,2.77833,4.44022,6.06574,6.74243,8.44898
429145.9461,5095990.401,61,1940,1,1,842987,1.35031,1.53314,2.13308,3.5,4.87595,6.63473,7.78421,8.63312,2.40395,2.48758,4.29984,23.42496,53.23934,65.29231,79.91979,92.41961,1.43923,1.44766,1.77356,3.09861,3.98116,4.46322,4.73392,5.16793
430225.7295,5095878.073,62,0,0,0,253704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430264.6141,5095903.604,63,0,0,0,6832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430309.0129,5095943.985,64,0,0,0,4687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430526.8415,5095955.121,65,0,0,0,13906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429533.0119,5096015.002,66,0,0,0,1816,0,0,0.01707,0.52623,1.77506,3.23377,4.79973,6.29973,0,0,0.19384,1,2.84655,14.64578,28.76604,48.59314,0,0,0.0186,0.55359,1.35105,2.37354,2.90737,3.44025
429212.8802,5095960.188,67,1925,1,1,493142,1.2921,1.4844,2.08471,3.40059,4.76859,6.55207,7.60175,8.46063,1.49301,1.56514,2.31766,13.62444,39.85263,53.45858,80.61919,85.21635,0.99382,0.99396,1.16538,2.20676,3.34916,4.07342,4.50039,4.70119
429513.9637,5095993.109,68,1965,3,1,337852,0,0,0,0.31783,1.42794,2.96835,4.38792,5.88799,0,0,0,1,2.01541,13.82943,28.67473,49.51483,0,0,0,0.42229,1.28509,2.34202,2.90835,3.35884
429559.2027,5095992.619,69,1951,2,2,81028,0,0,0.03321,0.59203,1.94154,3.37518,4.98346,6.48346,0,0,0.3163,1,3.0096,15.26076,29.53797,50.03602,0,0,0.03234,0.65157,1.45012,2.46648,2.98298,3.53365
429586.8133,5095992.809,70,0,0,0,561,0,0,0.02445,0.69908,2.18173,3.5982,5.2315,6.73147,0,0,0.19963,1,3.00626,15.22885,30.16286,48.64977,0,0,0.02175,0.70427,1.51895,2.5928,3.13391,3.55156
429461.8276,5095953.943,71,0,0,0,95,0,0,0,0.57551,1.48394,2.95048,4.14259,5.62629,0,0,0,1,4.10825,17.14829,34.45795,56.84888,0,0,0,0.84166,1.62056,2.59319,3.21696,3.62571
429165.3779,5095954.403,72,1930,1,1,187312,1.36719,1.53476,2.12709,3.47537,4.74984,6.51632,7.6417,8.54954,2.0116,2.06839,3.41115,16.02855,20.75893,33.49744,33.71836,39.85128,1.3059,1.31701,1.61055,2.51583,3.13685,3.50097,3.8268,4.30924
429518.6116,5095958.703,73,2000,3,1,523160,0,0,0.04962,0.70014,1.80116,3.29242,4.83427,6.33428,0,0,0.47026,1,3.16513,15.16756,30.08403,50.25613,0,0,0.048,0.74431,1.45588,2.36524,2.92381,3.44071
429567.9404,5095896.046,74,0,0,0,0,0,0,0.13492,0.95089,1.99288,3.50891,5.15254,6.64417,0,0,1,1,5.02023,19.20722,36.61443,59.86263,0,0,0.19854,1.01725,1.70164,2.60942,3.19236,3.67603
429552.7434,5095966.513,75,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429586.5513,5095967.515,76,2004,3,4,121253,0,0,0.05818,0.8136,2.22072,3.66185,5.3274,6.82731,0,0,0.5814,1,3.85744,16.41332,31.98466,51.49351,0,0,0.05797,0.82381,1.61026,2.61813,3.14273,3.56055
429550.0371,5095969.924,77,2004,3,4,2048,0,0,0.04962,0.70014,1.80116,3.29242,4.83427,6.33428,0,0,0.47026,1,3.16513,15.16756,30.08403,50.25613,0,0,0.048,0.74431,1.45588,2.36524,2.92381,3.44071
429053.9468,5095947.305,78,1973,1,1,500235,1.20901,1.32617,1.96806,3.31732,4.61733,6.41715,7.55861,8.61084,1.95796,1.95782,3.14896,20.30668,69.70516,186.93071,296.67999,444.76816,1.33475,1.35621,1.62422,3.18871,5.03981,6.79585,7.53663,8.59384
429554.8393,5095968.588,79,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429093.7374,5095947.14,80,1983,1,1,240313,1.04349,1.19526,1.78812,3.16047,4.43565,6.23569,7.36139,8.38811,1.5684,1.72757,2.76554,14.62157,24.63431,76.94836,117.69117,184.65898,1.0389,1.10934,1.35673,2.38053,3.57266,5.1449,6.03982,7.32842
429550.1881,5095968.136,81,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429554.9873,5095966.842,82,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429550.332,5095966.433,83,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429555.1297,5095965.147,84,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429550.4759,5095964.73,85,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429588.1012,5095960.989,86,2004,3,4,121253,0,0,0.05818,0.8136,2.22072,3.66185,5.3274,6.82731,0,0,0.5814,1,3.85744,16.41332,31.98466,51.49351,0,0,0.05797,0.82381,1.61026,2.61813,3.14273,3.56055
429555.2754,5095963.526,87,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429581.5077,5095964.526,88,2004,3,4,121253,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429550.6138,5095963.097,89,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429555.4047,5095961.918,90,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429550.7517,5095961.465,91,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429555.5413,5095960.301,92,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429550.9006,5095959.703,93,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429555.6846,5095958.605,94,2004,3,4,2048,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429582.6818,5095958.535,95,2004,3,4,121253,0,0,0.06747,0.73282,1.95126,3.4168,5.0255,6.52551,0,0,0.7351,1,3.80353,16.09372,30.82556,51.94392,0,0,0.07117,0.80565,1.54043,2.47541,3.02463,3.55041
429553.5674,5095955.904,96,2004,3,4,3686,0,0,0.10858,0.86618,1.96672,3.45795,5.07631,6.57633,0,0,0.94975,1,4.4106,17.39651,33.20115,56.11198,0,0,0.10901,0.92173,1.59527,2.49413,3.06915,3.57668
429591.0005,5095948.777,97,2004,3,4,121253,0,0,0.08283,0.85645,2.19713,3.67216,5.35471,6.85465,0,0,0.74059,1,4.46001,17.67322,34.53713,54.57586,0,0,0.10831,0.95447,1.70933,2.66754,3.22615,3.64254
429592.5458,5095942.253,98,2004,3,4,121253,0,0,0.08283,0.85645,2.19713,3.67216,5.35471,6.85465,0,0,0.74059,1,4.46001,17.67322,34.53713,54.57586,0,0,0.10831,0.95447,1.70933,2.66754,3.22615,3.64254
429585.5684,5095945.13,99,2004,3,4,121253,0,0,0.08283,0.85645,2.19713,3.67216,5.35471,6.85465,0,0,0.74059,1,4.46001,17.67322,34.53713,54.57586,0,0,0.10831,0.95447,1.70933,2.66754,3.22615,3.64254
429048.0193,5095913.539,100,1956,1,1,627756,0.73966,0.8382,1.38735,2.70643,3.93864,5.67972,6.83692,7.77739,1.09817,1.25544,1.80311,8.94807,26.43652,117.11715,176.38866,277.08005,0.75224,0.81825,1.04313,2.18112,3.59756,5.39778,6.22484,7.12512
429092.0781,5095919.725,101,1974,2,2,154880,0.53928,0.63802,1.08942,2.39118,3.58966,5.35677,6.45596,7.4262,0.68719,0.92426,1.43567,4.42604,7.77048,46.19895,79.97304,149.65067,0.45323,0.53908,0.77779,1.50927,2.5231,4.1946,5.2129,6.22969
429352.5518,5095915.963,102,1975,2,2,407922,0.98215,1.14887,1.69829,2.83769,3.94426,5.58671,6.64989,7.50738,0.88785,0.8877,1.02007,4.5032,17.08204,44.80811,62.97105,88.44769,0.53082,0.55142,0.65279,1.1689,1.97331,2.96066,3.56267,4.0235
429401.2728,5095896.861,103,0,3,1,1142,0.73731,0.84961,1.32927,2.40987,3.45697,5.02182,6.05247,6.97673,0.6758,0.67573,0.83057,2.02101,7.18665,36.97196,59.16348,74.02106,0.3369,0.35962,0.4776,0.89375,1.71541,2.86418,3.44715,3.8956
429134.7348,5095919.514,104,1940,1,1,111216,0.80693,0.9372,1.4619,2.75611,3.94744,5.74701,6.81251,7.81449,0.97208,1.14599,1.60522,4.74062,5.93248,23.46365,44.87128,91.00739,0.60853,0.68785,0.94187,1.40024,1.95612,3.07893,3.86655,4.71196
429165.2042,5095919.363,105,1977,1,1,142422,1.17554,1.35141,1.94284,3.23341,4.44987,6.24209,7.30812,8.27418,1.43915,1.56937,2.03469,7.78451,9.81027,19.46881,21.21577,43.08789,0.96943,1.00309,1.21944,1.71869,2.16685,2.8114,3.29338,3.90003
429587.3839,5095938.754,106,2004,3,4,121253,0,0,0.08283,0.85645,2.19713,3.67216,5.35471,6.85465,0,0,0.74059,1,4.46001,17.67322,34.53713,54.57586,0,0,0.10831,0.95447,1.70933,2.66754,3.22615,3.64254
429200.1468,5095912.15,107,1906,1,1,112565,1.35825,1.57493,2.15821,3.45824,4.65784,6.43326,7.49906,8.40016,1.43227,1.68962,2.40991,12.18762,16.51752,26.24043,27.45287,29.34414,1.20342,1.20368,1.37947,2.23573,2.93106,3.31056,3.46414,3.66714
429215.3116,5095910.933,108,1996,1,1,185631,1.4,1.6,2.2,3.48341,4.7,6.44166,7.49985,8.39125,1.31405,1.69623,2.54978,15.59567,31.6143,36.33734,38.2125,43.74153,1.25911,1.2589,1.40099,2.57517,3.33747,3.6769,3.75798,3.88067
429238.2923,5095911.383,109,1971,1,1,221329,1.4,1.6,2.2,3.48341,4.7,6.44166,7.49985,8.39125,1.31405,1.69623,2.54978,15.59567,31.6143,36.33734,38.2125,43.74153,1.25911,1.2589,1.40099,2.57517,3.33747,3.6769,3.75798,3.88067
429596.9974,5095929.479,110,2004,3,4,121253,0,0,0.08283,0.85645,2.19713,3.67216,5.35471,6.85465,0,0,0.74059,1,4.46001,17.67322,34.53713,54.57586,0,0,0.10831,0.95447,1.70933,2.66754,3.22615,3.64254
429273.2891,5095901.513,111,0,0,0,126628,1.38368,1.58402,2.18421,3.43336,4.67568,6.40814,7.4585,8.31662,1.16224,1.46985,2.32024,15.69964,42.41006,46.11627,55.41786,55.62054,1.17033,1.17015,1.33093,2.57351,3.44623,4.02861,4.29257,4.40831
429288.5238,5095901.517,112,1944,1,1,154503,1.4,1.6,2.2,3.40821,4.63371,6.34221,7.38392,8.2421,1.06887,1.14322,1.85187,12.2266,39.02794,49.24052,75.14119,79.85187,1.00274,1.00889,1.15158,2.23791,3.12101,3.84551,4.3537,4.63504
